card_id,t_amount,t_no_over500,c_balance_limit,c_amount_last_month,time_no_3hour,time_amount_3hour,m_history,m_type,t_time,e_time_lag,time_reject,e_reject,limit,gender,edu_level,mar_stat,imp_lev,occupation,eco_cat,annual_salary,own_hou_flag,vendors_in_30_minutes,merchant_country,is_fraud
4392268302891414,1000,7,0.5,613.67,0,0,1,5912,9,1440,0,0,34861.37,2,7,S,5,Research and Development,5,618891,1,1,China,0
4392268302891415,3000,7,0.505,625,0,0,1,5912,9,1440,0,0,49033.74,2,7,C,5,Human Resources,4,592270,1,2,USA,0
4392268302891416,3400,7,0.108,643.76,0,0,1,5912,17,1440,0,0,37290.24,2,1,M,5,Legal Department,3,598322,1,1,Nigeria,0
4392268302891417,423,10,0.101,777.63,0,0,1,5912,17,1440,0,0,45196.99,1,7,D,5,Finances,5,558077,1,1,USA,0
4392268302891396,500,8,0.108,693.23,0,0,1,5912,7,1440,1,0,16540.24,2,1,D,5,Quality Assurance,4,771348,0,1,China,0
4392268302891397,573,6,0.234,487.04,0,0,1,5912,8,120,0,0,15200.37,2,4,S,5,Sales and Marketing,2,533706,0,1,USA,0
4392268302891398,1000,17,0.093,510.21,0,0,1,5912,11,1440,0,0,31588.5,2,1,D,5,Payroll,2,618891,1,1,USA,0
4392268302891399,3000,8,0.101,701.68,0,0,1,5912,18,1440,0,0,45115.5,1,6,M,1,Quality Assurance,3,592270,1,1,China,0
4392268302891400,3400,8,0.09,533.36,0,0,1,5912,7,120,0,0,14199.62,2,1,S,1,Media Relations,5,598322,1,1,Nigeria,0
4392268302891433,202.94,9,0.113,484.36,0,0,1,5065,11,1440,0,0,5155.24,2,3,C,4,Customer Relations,3,41242,1,1,USA,0
4392268302891434,55.91,12,0.099,653.87,0,0,1,5211,9,1440,0,0,32730.75,1,6,C,2,Media Relations,5,261846,1,1,Nigeria,0
4392268302891435,86.57,9,0.111,525.99,0,0,1,5912,15,1440,0,0,32164.74,1,7,M,2,Asset Management,5,257318,1,4,USA,0
4392268302891436,190.3,4,0.094,436.47,0,0,1,5542,17,1440,0,0,30681.62,2,4,M,2,Asset Management,2,245453,0,1,USA,0
4392268302891437,137.02,6,0.105,466.33,0,0,1,6211,11,120,0,0,32382,1,5,M,2,Public Relations,4,259056,1,1,China,0
4392268302891438,185.98,12,0.108,756.18,0,0,1,5812,14,1440,0,0,19485.99,1,1,D,5,Accounting,3,155888,0,1,China,0
4392268302891439,120.34,9,0.101,649.8,2,159.06,1,6211,7,1440,0,0,8193.49,2,3,M,1,Finances,5,65548,1,1,USA,0
4392268302891440,106.92,5,0.108,476.12,2,178.93,1,5065,18,1440,0,0,42277.74,1,7,C,2,Customer Relations,4,338222,0,1,USA,0
4392268302891441,122.05,5,0.095,513.45,0,0,1,5812,8,60,0,0,49462.99,1,6,D,5,Media Relations,3,395704,1,1,Malaysia,0
4392268302891442,240.01,7,0.107,710.03,0,0,1,5211,13,1440,1,0,23954.49,2,5,M,1,Accounting,3,191636,0,1,China,0
4392268302891443,158.53,7,0.105,660.55,1,109.39,1,6211,19,1440,1,0,25820.12,2,7,S,5,Advertising,4,206561,0,5,China,0
4392268302891444,210.04,10,0.098,435.42,0,0,1,5812,6,60,0,0,47214.24,1,7,C,3,Customer Relations,2,377714,0,1,Turkey,0
4392268302891445,203.46,15,0.101,428.56,0,0,1,5942,11,1440,0,0,25290,1,2,M,3,Customer Relations,5,202320,0,3,Malaysia,0
4392268302891446,144.26,5,0.104,584.81,0,0,1,4511,10,120,0,0,24934.37,2,7,S,5,Tech Support,4,199475,1,1,Turkey,0
4392268302891447,142.33,6,0.089,867.65,1,64.02,1,6211,8,1440,0,0,22413.62,1,1,C,5,Advertising,4,179309,1,1,Malaysia,0
4392268302891448,309.11,11,0.092,543.09,0,0,1,5542,16,1440,0,0,13700.49,1,2,M,5,Asset Management,5,109604,0,1,China,0
4392268302891449,172.51,9,0.11,732.08,0,0,1,5942,15,1440,0,0,21588.37,2,2,M,3,Public Relations,3,172707,1,1,Russia,0
4392268302891450,232.43,9,0.088,656.43,2,168.88,1,5542,11,120,0,0,11106.87,1,4,C,5,Finances,5,88855,0,1,USA,0
4392268302891418,285.69,14,0.104,768.09,0,0,0,6211,6,120,0,0,10373.87,1,3,C,3,Accounting,5,82991,0,2,USA,0
4392268302891419,57.04,9,0.093,564.28,0,0,1,6211,6,1440,0,1,48775.5,1,4,M,3,Human Resources,4,390204,0,1,China,0
4392268302891420,98.85,8,0.103,647.02,0,0,1,5311,14,1440,0,0,20895.49,2,6,S,2,Human Resources,4,167164,1,1,Nigeria,0
4392268302891421,108.51,9,0.11,484.88,0,0,1,6211,17,60,0,0,13229.25,2,5,C,1,Accounting,4,105834,1,1,China,0
4392268302891422,265.15,8,0.085,690.97,0,0,1,5812,7,1440,0,1,42485.74,2,1,D,3,Public Relations,4,339886,1,5,USA,0
4392268302891423,301.12,10,0.077,659.35,0,0,1,5065,19,1440,0,0,17505.75,2,3,S,3,Customer Relations,2,140046,0,1,USA,0
4392268302891424,201.74,8,0.099,500.37,1,116.27,1,5211,12,1440,0,0,10946.25,1,6,M,4,Accounting,2,87570,1,1,China,0
4392268302891425,119.55,18,0.111,664.02,0,0,1,5942,18,1440,0,0,41597.49,2,4,D,3,Research and Development,2,332780,1,1,USA,0
4392268302891426,39.58,9,0.113,464.72,0,0,1,4511,9,1440,0,0,22480.24,2,4,M,4,Asset Management,4,179842,1,1,USA,0
4392268302891427,237.51,8,0.104,540.76,2,192.27,1,5211,16,1440,0,0,37847.37,1,1,M,2,Research and Development,5,302779,1,1,Malaysia,0
4392268302891428,204.43,8,0.091,512.64,0,0,1,5542,9,1440,0,0,14303.25,1,4,S,1,Finances,2,114426,1,4,USA,0
4392268302891429,165.82,11,0.114,495.28,2,174.62,1,6211,16,1440,0,0,41785.62,2,1,S,3,Accounting,5,334285,1,1,Turkey,0
4392268302891430,175.03,18,0.093,724.01,0,0,1,4511,17,1440,0,0,36163.12,2,1,M,4,Human Resources,1,289305,0,1,Russia,0
4392268302891431,158.31,12,0.09,425.49,0,0,1,5812,10,120,0,0,21822.12,1,1,D,1,Quality Assurance,4,174577,1,1,USA,0
4392268302891432,136.53,10,0.089,709.46,0,0,1,4511,10,1440,0,0,41031.12,2,4,S,1,Research and Development,3,328249,0,1,USA,0
4392268302891469,36.89,7,0.093,456.84,0,0,1,5211,11,1440,0,0,24077.25,2,1,M,1,Customer Service,1,192618,0,1,USA,0
4392268302891470,179.33,8,0.083,677.81,0,0,1,5942,19,1440,0,0,28455,2,5,M,4,Tech Support,5,227640,0,1,China,0
4392268302891471,134.64,7,0.104,506.76,0,0,1,5311,12,60,0,0,21582.62,1,6,C,2,Quality Assurance,5,172661,0,2,USA,0
4392268302891472,145.99,4,0.111,479.27,0,0,1,5211,16,1440,0,0,6059.74,2,4,M,5,Advertising,1,48478,0,1,China,0
4392268302891473,129.13,10,0.097,488.55,1,109.09,1,6211,19,1440,0,1,41938.24,1,2,S,2,Finances,2,335506,1,1,China,0
4392268302891474,220.67,9,0.098,464.61,0,0,1,5211,8,1440,0,0,23910.87,1,1,D,5,Accounting,3,191287,1,1,China,0
4392268302891475,221.61,8,0.095,516.31,0,0,1,5311,6,1440,0,1,44395.5,2,1,S,4,Customer Relations,5,355164,1,4,USA,0
4392268302891476,156.26,5,0.106,506.3,0,0,1,5065,19,1440,0,0,5242.87,2,5,C,3,Payroll,3,41943,0,1,USA,0
4392268302891477,248.39,12,0.084,449.5,0,0,1,5542,6,1440,0,0,44514.12,2,3,C,3,Customer Service,5,356113,0,1,USA,0
4392268302891478,183.47,15,0.108,627.67,0,0,1,4511,15,120,0,0,8648.62,1,1,M,4,Tech Support,5,69189,0,1,USA,0
4392268302891479,158.86,8,0.104,485.21,0,0,0,5812,19,1440,0,0,43845.37,2,3,S,3,Media Relations,5,350763,0,1,China,0
4392268302891480,162.32,8,0.086,761.24,0,0,0,6211,10,1440,0,0,17630.25,2,7,C,4,Quality Assurance,1,141042,1,1,Russia,0
4392268302891481,228.28,2,0.097,476.23,0,0,1,6211,12,1440,0,0,37935.12,2,3,C,1,Legal Department,4,303481,0,3,USA,0
4392268302891482,281.88,9,0.103,506.26,2,138.35,0,5812,12,120,0,0,24703.37,2,4,S,4,Research and Development,4,197627,1,1,China,0
4392268302891483,111.55,5,0.1,705.53,0,0,1,6211,6,1440,0,1,38107.12,2,5,M,4,Asset Management,5,304857,1,1,USA,0
4392268302891451,99.62,12,0.118,616.29,2,105.2,1,5812,6,120,0,0,12807.75,2,2,C,5,Legal Department,5,102462,1,1,USA,0
4392268302891452,111.92,8,0.11,628.91,0,0,1,4511,15,1440,0,0,32223.99,1,6,D,5,Public Relations,2,257792,0,1,USA,0
4392268302891453,202.22,13,0.108,714.27,0,0,0,5542,12,1440,1,0,31409.74,1,4,C,1,Customer Service,2,251278,0,1,Malaysia,0
4392268302891454,251.34,5,0.109,770.19,0,0,1,5211,9,1440,0,0,35404.37,1,6,S,2,Research and Development,4,283235,0,5,China,0
4392268302891455,142.91,8,0.101,541.85,0,0,1,5942,17,120,0,0,26089.5,2,7,C,5,Research and Development,3,208716,0,1,USA,0
4392268302891456,247.54,5,0.107,703.4,0,0,1,5311,8,1440,0,0,25038,1,2,M,5,Payroll,3,200304,1,4,China,0
4392268302891457,271.41,9,0.098,684.93,2,162.78,1,6211,17,1440,0,0,45737.74,1,1,M,2,Research and Development,1,365902,0,1,USA,0
4392268302891458,184.3,5,0.093,490.99,1,91.15,1,6211,8,1440,0,0,38942.37,1,1,S,1,Public Relations,5,311539,0,1,USA,0
4392268302891459,156.83,10,0.107,711.17,0,0,1,5812,10,60,0,0,41128.12,2,6,S,4,Asset Management,3,329025,1,1,USA,0
4392268302891460,101.5,5,0.116,499.3,0,0,1,5912,14,1440,0,1,41099.12,2,4,S,3,Media Relations,1,328793,1,1,China,0
4392268302891461,85.22,9,0.115,683.75,0,0,1,5311,10,1440,0,0,37188.49,1,3,S,1,Asset Management,4,297508,1,1,China,0
4392268302891462,130.34,12,0.106,702.16,0,0,1,6211,11,120,0,0,29236.62,2,3,M,2,Payroll,3,233893,1,1,China,0
4392268302891463,183.13,12,0.102,487.51,0,0,1,5065,7,1440,0,0,27526.99,2,7,M,5,Human Resources,1,220216,0,1,USA,0
4392268302891464,57.36,3,0.112,762.18,0,0,1,4511,6,1440,0,0,32398.62,1,3,S,4,Asset Management,1,259189,1,1,China,0
4392268302891465,122.05,8,0.117,542.26,0,0,0,5065,16,1440,1,0,47910.75,1,1,C,4,Sales and Marketing,5,383286,1,2,Russia,0
4392268302891466,98.52,8,0.11,679.95,0,0,1,5065,12,120,0,0,40933.5,1,3,D,2,Asset Management,1,327468,1,1,China,0
4392268302891467,221.74,9,0.112,701.68,0,0,1,5211,11,1440,0,1,31935.12,1,7,M,3,Sales and Marketing,1,255481,0,1,USA,0
4392268302891468,150.44,13,0.104,625.47,1,104.15,1,4511,8,1440,0,0,46732.24,2,3,S,1,Asset Management,5,373858,0,1,China,0
4392268302891505,68.8,10,0.099,716.82,0,0,1,5065,7,120,0,0,47321.74,2,2,D,4,Asset Management,5,378574,0,1,Malaysia,0
4392268302891506,73.05,6,0.097,690.65,0,0,1,5211,7,1440,0,0,46716.24,1,1,M,4,Research and Development,4,373730,0,1,China,0
4392268302891507,231.27,6,0.105,447,0,0,1,5211,18,120,0,0,16479.87,1,4,M,3,Quality Assurance,1,131839,1,4,Russia,0
4392268302891508,83.83,14,0.091,482.17,0,0,1,5065,6,60,0,0,9006,2,2,M,3,Advertising,1,72048,1,1,China,0
4392268302891509,276.11,11,0.09,719.63,2,143.58,1,5542,19,1440,0,0,47946,2,3,D,1,Quality Assurance,4,383568,0,1,Malaysia,0
4392268302891510,265.64,10,0.107,620.33,0,0,0,5942,10,1440,0,0,10839.24,2,5,M,3,Payroll,1,86714,1,4,Malaysia,0
4392268302891511,205.41,16,0.1,764.21,0,0,1,5065,14,1440,1,0,19816.74,2,7,D,2,Customer Relations,1,158534,0,1,Malaysia,0
4392268302891512,260,9,0.092,623.88,0,0,1,5542,7,1440,0,0,31380.49,2,3,C,2,Public Relations,5,251044,0,2,China,0
4392268302891513,143.96,11,0.094,711.01,0,0,1,5912,19,1440,0,0,44396.12,1,6,D,1,Customer Relations,1,355169,1,3,China,0
4392268302891514,96.29,7,0.089,458.89,0,0,1,5912,15,1440,0,0,32722.62,2,2,D,1,Public Relations,2,261781,0,1,USA,0
4392268302891515,61.1,8,0.1,557.62,0,0,1,5211,7,1440,0,1,7722,2,3,S,3,Finances,5,61776,1,3,USA,0
4392268302891484,168.46,12,0.095,474.33,0,0,1,5912,6,1440,0,0,32270.49,2,6,M,2,Public Relations,1,258164,0,1,USA,0
4392268302891485,108.06,12,0.091,702.2,0,0,1,5211,18,120,0,0,18839.37,2,3,M,4,Human Resources,3,150715,1,1,USA,0
4392268302891486,173.26,19,0.098,663.32,0,0,1,4511,14,1440,0,0,44525.25,2,5,C,3,Sales and Marketing,1,356202,1,1,Russia,0
4392268302891487,155.94,7,0.092,659.54,0,0,1,5065,15,120,0,1,20226.37,1,3,C,5,Payroll,5,161811,1,1,China,0
4392268302891488,21.3,8,0.095,597.22,0,0,1,5311,10,120,0,0,47010.37,2,3,S,5,Payroll,4,376083,0,1,USA,0
4392268302891489,195.99,6,0.098,558.67,0,0,1,5311,16,1440,1,0,6797.12,2,4,C,4,Public Relations,2,54377,1,1,USA,0
4392268302891490,173.28,5,0.101,716.52,0,0,0,5942,14,1440,0,0,27142.62,2,4,S,5,Accounting,3,217141,1,3,USA,0
4392268302891491,95.75,10,0.097,579.48,1,81.91,1,5912,9,1440,0,0,15192.87,2,7,M,5,Accounting,4,121543,0,1,USA,0
4392268302891492,99.97,18,0.122,715.71,0,0,1,6211,15,120,0,0,42870,1,4,D,5,Sales and Marketing,1,342960,0,3,USA,0
4392268302891493,152.43,12,0.083,677.32,0,0,1,5812,15,1440,0,0,18234.12,1,7,D,3,Advertising,5,145873,0,4,USA,0
4392268302891494,268.01,10,0.094,739.58,0,0,1,5912,14,1440,1,0,35014.5,2,2,S,2,Customer Relations,3,280116,0,1,China,0
4392268302891495,85.45,10,0.085,529.87,0,0,0,5211,10,1440,0,0,21852.24,2,7,S,2,Media Relations,4,174818,1,1,China,0
4392268302891496,247.94,8,0.082,621.44,0,0,1,4511,17,1440,0,0,13208.49,1,3,D,4,Payroll,1,105668,0,1,Russia,0
4392268302891497,41.18,8,0.11,434.74,1,81.4,1,5311,14,1440,0,0,47769.12,1,4,S,1,Legal Department,4,382153,1,1,China,0
4392268302891498,122.76,8,0.095,535.41,0,0,1,5542,11,1440,0,0,30695.37,2,5,S,4,Research and Development,4,245563,1,1,USA,0
4392268302891499,137.67,6,0.108,701.78,0,0,1,5211,18,1440,1,0,39565.5,2,2,C,1,Advertising,3,316524,1,1,China,0
4392268302891500,240.6,13,0.106,693.84,0,0,1,4511,19,1440,0,0,12110.49,2,6,D,2,Accounting,5,96884,0,1,Malaysia,0
4392268302891501,100.73,10,0.107,489.97,0,0,1,5912,17,1440,0,0,31477.12,1,4,D,5,Tech Support,1,251817,0,1,China,0
4392268302891502,277.65,7,0.102,491.3,0,0,1,5812,6,1440,0,0,19756.5,1,7,C,2,Sales and Marketing,4,158052,0,5,USA,0
4392268302891503,9.03,11,0.097,559.33,0,0,1,5311,16,1440,1,0,7923.62,1,4,S,2,Customer Service,1,63389,1,1,China,0
4392268302891504,214.63,12,0.096,780.45,0,0,1,5812,15,1440,0,0,18001.62,1,3,S,3,Research and Development,2,144013,0,1,China,0
4392268302891541,95.7,14,0.094,684.96,0,0,1,5311,10,1440,0,0,47911.5,2,7,S,1,Accounting,1,383292,1,3,USA,0
4392268302891542,191.44,13,0.101,735.07,0,0,0,6211,14,1440,1,0,24010.5,1,7,C,1,Legal Department,5,192084,1,1,USA,0
4392268302891543,262.54,12,0.1,502.13,0,0,1,5311,15,1440,0,0,25966.37,2,5,S,2,Public Relations,4,207731,1,1,Russia,0
4392268302891544,107.53,5,0.086,489.46,0,0,1,5065,17,1440,0,0,5938.37,1,5,M,4,Public Relations,5,47507,0,1,USA,0
4392268302891545,235.95,12,0.108,430.22,0,0,1,5812,10,1440,0,0,48329.25,2,4,D,1,Legal Department,1,386634,1,4,China,0
4392268302891546,178.13,9,0.111,673.45,0,0,1,5211,8,1440,0,0,19210.37,2,2,C,5,Public Relations,5,153683,1,1,Turkey,0
4392268302891547,158.54,7,0.084,663.74,0,0,1,5542,13,1440,0,0,28401.62,1,6,M,1,Advertising,3,227213,0,1,USA,0
4392268302891516,293.93,12,0.112,500.1,0,0,1,5812,10,1440,0,0,8319.75,1,7,S,2,Human Resources,5,66558,0,1,China,0
4392268302891517,211.91,10,0.122,684.74,0,0,1,5311,11,1440,0,0,49241.12,1,3,D,3,Tech Support,1,393929,0,1,Nigeria,0
4392268302891518,136.95,5,0.088,664.51,0,0,1,5311,18,1440,0,0,40776.87,2,5,S,3,Accounting,1,326215,1,1,China,0
4392268302891519,140.13,10,0.097,516.99,0,0,1,5065,15,120,0,0,38388.49,1,4,C,4,Media Relations,5,307108,1,1,China,0
4392268302891520,187.88,11,0.1,434,2,188.24,1,6211,19,60,0,0,15977.74,1,5,M,5,Public Relations,4,127822,0,5,Turkey,0
4392268302891521,214.58,17,0.105,508.57,0,0,1,5912,15,1440,0,0,7556.12,2,2,M,1,Legal Department,4,60449,1,1,China,0
4392268302891522,262.09,9,0.131,668.41,0,0,1,6211,16,120,0,0,24903,1,3,S,2,Public Relations,5,199224,0,1,USA,0
4392268302891523,265.87,6,0.109,521.82,0,0,1,4511,12,1440,0,0,25108.62,1,2,M,3,Finances,1,200869,1,3,China,0
4392268302891524,112.2,4,0.108,677.19,0,0,1,5912,10,1440,0,0,40129.5,1,3,C,3,Public Relations,2,321036,1,1,China,0
4392268302891525,169.96,8,0.082,503.35,0,0,1,5812,8,1440,0,0,5999.62,2,1,M,4,Customer Service,1,47997,1,3,Turkey,0
4392268302891526,185.14,5,0.09,453,0,0,1,5311,17,120,0,0,38406.24,1,3,D,1,Sales and Marketing,4,307250,1,1,China,0
4392268302891527,270.7,14,0.093,551.34,0,0,1,5311,8,120,0,0,29727.12,2,7,D,3,Sales and Marketing,4,237817,0,1,USA,0
4392268302891528,107.47,10,0.101,429.2,0,0,1,5542,16,1440,0,0,11528.37,2,3,C,2,Quality Assurance,1,92227,0,1,China,0
4392268302891529,90,4,0.08,702.31,0,0,1,5912,16,1440,0,0,4180.24,1,3,S,3,Public Relations,1,33442,1,1,USA,0
4392268302891530,118.23,10,0.117,560.59,0,0,0,5211,19,120,0,0,49642.12,2,1,M,1,Sales and Marketing,3,397137,1,1,Malaysia,0
4392268302891531,45.61,12,0.111,688.29,0,0,1,5065,6,1440,0,0,22289.49,1,1,M,2,Quality Assurance,3,178316,1,4,USA,0
4392268302891532,256.63,10,0.086,422.83,0,0,1,5211,12,1440,0,0,32973,1,6,C,3,Customer Relations,1,263784,0,1,Malaysia,0
4392268302891533,92.11,11,0.103,786.71,0,0,1,5542,19,120,0,0,45238.62,1,5,D,3,Finances,3,361909,1,1,USA,0
4392268302891534,156.61,6,0.105,676.3,0,0,1,5211,18,1440,0,0,33447.12,2,2,D,1,Media Relations,1,267577,1,1,USA,0
4392268302891535,276.89,12,0.091,674.24,0,0,1,5912,17,1440,0,0,43772.12,1,7,D,4,Asset Management,2,350177,0,1,China,0
4392268302891536,196.56,6,0.105,587.29,0,0,1,5812,16,1440,0,1,43703.74,1,1,C,1,Customer Service,1,349630,1,1,China,0
4392268302891537,113.72,12,0.096,523.33,0,0,1,5542,19,120,0,1,8700.62,1,5,S,5,Sales and Marketing,1,69605,1,2,China,0
4392268302891538,147.21,10,0.105,707.98,0,0,1,5311,11,1440,1,0,4643.62,2,5,M,2,Research and Development,3,37149,1,1,China,0
4392268302891539,69.44,7,0.094,644.68,0,0,1,4511,6,1440,0,0,16568.87,2,6,C,2,Quality Assurance,2,132551,0,1,China,0
4392268302891540,100.59,10,0.113,546.64,0,0,1,6211,18,1440,0,0,37381.24,2,6,M,3,Payroll,3,299050,0,1,USA,0
4392268302891577,178.72,10,0.094,686.38,0,0,1,5211,13,1440,0,0,6886.87,1,4,C,5,Sales and Marketing,5,55095,0,4,USA,0
4392268302891578,55.72,6,0.094,713.14,0,0,1,5912,11,120,0,0,46626.75,1,3,C,1,Customer Relations,1,373014,0,1,China,0
4392268302891579,235.85,14,0.115,712.69,0,0,0,5912,13,1440,0,0,10263.37,2,1,M,2,Legal Department,1,82107,0,3,USA,0
4392268302891580,268.69,12,0.098,786.94,0,0,1,5542,10,1440,0,0,14204.87,1,5,C,1,Human Resources,3,113639,0,4,USA,0
4392268302891548,285,16,0.117,646.03,0,0,1,4511,19,1440,0,0,32855.37,1,5,S,4,Quality Assurance,4,262843,1,1,China,0
4392268302891549,138.14,14,0.11,785.54,0,0,1,5912,16,60,0,0,20083.99,1,3,M,5,Asset Management,2,160672,0,1,Russia,0
4392268302891550,264.96,13,0.092,768.16,0,0,1,4511,6,1440,0,0,4880.49,2,4,S,2,Customer Service,3,39044,1,2,China,0
4392268302891551,96.82,7,0.101,764.62,0,0,1,6211,7,1440,0,0,39986.87,2,5,M,5,Sales and Marketing,3,319895,0,1,China,0
4392268302891552,249.98,6,0.091,718.92,0,0,1,5065,19,1440,0,0,12024.24,2,6,D,2,Quality Assurance,5,96194,1,4,China,0
4392268302891553,255.39,10,0.112,491.45,0,0,1,5311,11,1440,0,0,40225.12,2,1,D,4,Human Resources,2,321801,1,4,China,0
4392268302891554,162.06,8,0.098,727.51,0,0,1,4511,9,1440,0,1,17977.99,1,2,M,4,Tech Support,4,143824,1,1,Turkey,0
4392268302891555,106.59,9,0.098,483.95,0,0,1,6211,14,1440,1,0,47430.99,2,4,S,5,Research and Development,3,379448,0,1,USA,0
4392268302891556,266.82,12,0.103,693.25,0,0,1,5542,8,1440,0,1,17016.49,2,3,M,5,Finances,5,136132,0,1,China,0
4392268302891557,104.21,9,0.096,558.58,0,0,1,6211,12,1440,0,0,35193.87,1,3,D,4,Tech Support,3,281551,1,1,USA,0
4392268302891558,175.96,13,0.101,664.71,0,0,1,5912,9,1440,0,1,11881.37,1,3,M,5,Asset Management,3,95051,1,5,Nigeria,0
4392268302891559,144.05,8,0.099,710.27,0,0,1,5912,17,120,0,0,31963.99,2,5,M,1,Customer Service,5,255712,1,1,China,0
4392268302891560,131.49,13,0.089,671.12,0,0,1,4511,14,60,0,0,19181.74,2,3,C,2,Asset Management,3,153454,1,1,China,0
4392268302891561,257.92,11,0.119,612.47,0,0,1,5812,11,1440,0,0,37901.25,1,7,S,3,Asset Management,3,303210,0,3,Malaysia,0
4392268302891562,198.04,7,0.09,575.42,0,0,1,5311,9,120,0,0,38026.74,2,2,C,5,Customer Service,4,304214,1,1,China,0
4392268302891563,213.24,8,0.099,640.03,0,0,1,5065,8,1440,0,0,43501.5,2,6,S,3,Media Relations,4,348012,0,1,China,0
4392268302891564,105.94,13,0.106,504.47,0,0,1,5942,18,1440,0,0,8569.87,2,1,C,3,Customer Service,5,68559,0,1,Nigeria,0
4392268302891565,197.52,10,0.09,436.04,0,0,1,5065,8,1440,0,0,27906,1,2,D,5,Finances,4,223248,1,1,USA,0
4392268302891566,121.18,6,0.098,484.8,0,0,1,5065,10,120,0,0,37566.49,2,2,M,5,Customer Service,2,300532,0,1,China,0
4392268302891567,251.12,9,0.113,475.83,0,0,1,5211,19,1440,0,0,22816.12,2,3,M,4,Media Relations,1,182529,1,1,Malaysia,0
4392268302891568,166.94,8,0.094,643.26,0,0,1,6211,13,1440,0,0,37000.74,2,7,D,1,Legal Department,1,296006,1,3,USA,0
4392268302891569,68.71,11,0.097,675.07,0,0,1,5812,12,1440,0,0,19518.99,2,1,S,2,Media Relations,1,156152,1,1,USA,0
4392268302891570,281.94,9,0.102,568.09,0,0,1,5065,14,120,0,0,24413.12,1,1,M,3,Sales and Marketing,1,195305,1,1,China,0
4392268302891571,276.25,16,0.091,717.07,0,0,1,4511,12,60,0,0,30000.62,1,5,D,2,Public Relations,5,240005,1,1,USA,0
4392268302891572,134.18,11,0.101,530.13,0,0,1,5065,19,120,0,0,4274.62,2,5,C,3,Customer Service,4,34197,1,1,USA,0
4392268302891573,89.16,12,0.115,685.8,0,0,1,5912,7,120,0,0,31341.99,2,3,M,3,Sales and Marketing,4,250736,1,1,China,0
4392268302891574,78.26,12,0.117,570.59,0,0,1,6211,19,120,0,0,40317.12,2,6,S,3,Customer Service,2,322537,1,1,Russia,0
4392268302891575,114.35,14,0.102,632.24,0,0,1,5311,19,1440,0,0,39601.5,1,1,D,1,Public Relations,2,316812,0,1,Malaysia,0
4392268302891576,137.64,8,0.104,746.06,0,0,1,5812,19,60,0,0,40677.62,2,2,D,5,Customer Relations,1,325421,0,1,USA,0
4392268302891613,212.56,11,0.105,448.73,0,0,1,5912,10,1440,0,0,32985.37,2,2,M,2,Accounting,5,263883,0,1,USA,0
4392268302891581,78.4,11,0.094,689.22,0,0,1,5812,10,1440,0,0,10957.24,2,7,D,5,Research and Development,5,87658,1,1,USA,0
4392268302891582,144.48,8,0.102,687.04,0,0,1,5065,17,60,0,0,9318.62,2,6,D,5,Customer Relations,2,74549,0,1,China,0
4392268302891583,54.23,12,0.099,610.29,0,0,1,5942,18,1440,0,0,33632.25,2,6,M,4,Legal Department,5,269058,1,5,USA,0
4392268302891584,222.38,5,0.104,676.79,0,0,1,4511,7,120,1,0,14179.99,1,2,M,5,Research and Development,4,113440,0,1,USA,0
